First Name,Middle Name,Last Name,Suffix,DOB,SSN,Gender,DL State,DL Number,House Number,Street Address,Apartment,City,State,Zip,Zip4,Phone Number,#Phone Numbers,Address Finder,Current Address Match,Discovered Drivers,Driving Experience,Email,HSI Score,HSI Description,IID Indicator,Length Of Residency,Marital Status,Own/Rent Indicator,Parking Type,Parking Capacity,Watercraft,Number of ADD Selected subjects,ADD First Name1,ADD Last Name1,ADD First Name2,ADD Last Name2,ADD First Name3,ADD Last Name3,ADD First Name4,ADD Last Name4,ADD First Name5,ADD Last Name5, Number of CC Selected subjects,CC First Name1,CC Last Name1,CC First Name2,CC Last Name2,CC First Name3,CC Last Name3,CC First Name4,CC Last Name4,CC First Name5,CC Last Name5,Number of CC selected vehicles,Number of VIN Report selected vehicles
KATHLEEN,,BERGQUIST,,3/1/1959,666727875,Female,AK,6817210,3869,CAROLINE ST,,JUNEAU,AK,99801,8622,9072233284,2,X,TRUE,2,564,1,2,OWNED BY ANOTHER,,564,W,N,GARAGE,2,,2,VIRGIL,BERGQUIST,JONATHAN,VILMRTON,,,,,,,3,KATHLEEN,BERGQUIST,JONATHAN,VILMRTON,VIRGIL,BERGQUIST,,,,,3,3
JOAN,Y,GOETZE,,1/1/1946,666201153,Female,AK,6957504,9352,CENTER CT,,JUNEAU,AK,99801,9633,9072230154,2,X,TRUE,3,722,1,6,CURRENT HOMEOWNER,,722,W,Y,,0,,3,JAMES,GOETZE,JEANE,GOETZE,ROWENE,LODM,,,,,4,JOAN,GOETZE,JEANE,GOETZE,ROWENE,LODM,JAMES,GOETZE,,,4,4
ALVIA,L,DTHOMAS,,7/10/1957,666162336,Female,AK,7038658,4529,CHELSEA CT,,JUNEAU,AK,99801,7309,9072000839,0,X,,0,0,0,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
KELLY,J,SHOUSE,,8/7/1961,666057891,Female,AK,241670,2201,CROW HILL DR,B5,JUNEAU,AK,99824,5063,9072233858,2,X,FALSE,0,535,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,535,S,,,0,,0,,,,,,,,,,,4,KELLY,SHOUSE,SERENA,SHOUSE,LYDIA,LEQR,ROBERT,SHOUSE,,,3,4
SHIRLEY,,COTTER,,8/1/1959,666216831,Female,AK,6573552,8424,DECOY BLVD,,JUNEAU,AK,99801,8958,9072279462,2,X,TRUE,2,559,1,5,PROBABLE PROP OWNER EVER,Y,559,M,N,GARAGE,1,,2,GERARDO,COTTER,JESS,SEGUKA,,,,,,,9,SHIRLEY,COTTER,JESS,SEGUKA,GERARDO,COTTER,SHIRLEY,COTTER,JESS,SEGUKA,5,6
ALLAN,ALEXANDER,FIERRO,,6/13/1984,990501672,Male,AK,7203772,2601,DOUGLAS HWY,,JUNEAU,AK,99801,2004,9072299324,1,,TRUE,0,246,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
JASON,,LARSON,,2/16/1943,666374490,Male,AK,7086768,2390,ENGINEERS CUTOFF RD,,JUNEAU,AK,99801,8574,9072098652,2,X,TRUE,2,757,1,5,PROBABLE PROP OWNER EVER,,757,M,N,GARAGE,2,,2,BEVERLY,LARSON,DENNIS,BRBIMNELL,,,,,,,3,JASON,LARSON,DENNIS,BRBIMNELL,BEVERLY,LARSON,,,,,5,5
FAUSTINO,,OLIVE,,12/24/1964,666551196,Male,AK,6879025,800,F ST,H5,JUNEAU,AK,99801,1865,9072093662,2,X,TRUE,0,495,1,5,PROBABLE PROP OWNER EVER,,494,S,N,GARAGE,1,,0,,,,,,,,,,,2,FAUSTINO,OLIVE,CRAIG,OLIVE,,,,,,,2,3
ROBERT,A,AMES,,11/26/1968,666613404,Male,AK,6926999,127,FRANKLIN ST,,JUNEAU,AK,99801,1363,9072275857,2,X,TRUE,0,448,1,3,FAMILY OWNED,,447,M,Y,,0,,0,,,,,,,,,,,6,ROBERT,AMES,VIENGOUTHY,BLEMNANIVONG,RONALD,AMES,ROBERT,AMES,VIENGOUTHY,BLEMNANIVONG,5,5
DONNIE,L,KIRCHER,,7/3/1972,666300525,Male,AK,6412556,9011,GEE ST,,JUNEAU,AK,99801,8823,9072091450,2,X,TRUE,3,404,1,5,PROBABLE PROP OWNER EVER,Y,404,S,N,GARAGE,1,,3,ERIC,KIRCHER,MICHELLE,KIRCHER,MARGARITA,KAGERQUEZ,,,,,4,DONNIE,KIRCHER,ERIC,KIRCHER,MARGARITA,KAGERQUEZ,MICHELLE,KIRCHER,,,4,4
PATRICIA,A,FRANKLIN,,7/7/1964,666089463,Female,AK,7128203,1711,GLACIER AVE,,JUNEAU,AK,99801,1470,9072272888,2,X,TRUE,1,500,1,5,PROBABLE PROP OWNER EVER,Y,500,S,N,GARAGE,2,,1,NANCY,FRANKLIN,,,,,,,,,4,PATRICIA,FRANKLIN,NANCY,FRANKLIN,PATRICIA,FRANKLIN,NANCY,FRANKLIN,,,3,4
DONALD,W,BROWN,,11/7/1954,666294018,Male,AK,6945872,19051,GLACIER HWY,,JUNEAU,AK,99801,8202,9072091040,2,X,TRUE,2,616,1,5,PROBABLE PROP OWNER EVER,,616,M,N,GARAGE,4,,2,JANETTE,BROWN,OSBORNE,YOAGIW,,,,,,,3,DONALD,BROWN,OSBORNE,YOAGIW,JANETTE,BROWN,,,,,4,4
ADRE,,LARRY,,2/28/1974,666149343,Male,AK,6782164,4850,GLACIER HWY,,JUNEAU,AK,99801,7225,9072000215,5,X,TRUE,1,385,4,3,FAMILY OWNED,,384,S,Y,,0,,1,CAM,LARRY,,,,,,,,,3,ADRE,LARRY,JANEEN,EOAGOA,CAM,LARRY,,,,,3,3
CHRISTINE,A,SANPEDRO,,9/13/1947,666061398,Female,AK,7024430,9309,GLACIER HWY,B106,JUNEAU,AK,99801,9300,9072006923,2,X,TRUE,2,702,1,5,PROBABLE PROP OWNER EVER,Y,702,S,N,,0,,2,KENNETH,SANPEDRO,KATHERINE,GENN,,,,,,,6,CHRISTINE,SANPEDRO,KATHERINE,GENN,KENNETH,SANPEDRO,CHRISTINE,SANPEDRO,KATHERINE,GENN,5,4
DANA,E,BRUWER,,12/11/1929,666019947,Female,AK,6960423,7860,GLACIER HWY,,JUNEAU,AK,99801,7975,9072008329,2,X,TRUE,2,915,1,3,FAMILY OWNED,,915,S,Y,GARAGE,2,,2,FRANK,BRUWER,BRYAN,LIPPNANN,,,,,,,7,DANA,BRUWER,BRYAN,LIPPNANN,FRANK,BRUWER,DANA,BRUWER,CHRISTOPHER,BRUWER,5,5
DANNY,C,DUNCAN,,3/8/1973,666282303,Male,AK,6758691,12175,GLACIER HWY,,JUNEAU,AK,99801,8652,9072008643,2,X,TRUE,1,396,1,6,CURRENT HOMEOWNER,,396,S,Y,,0,,1,GARY,DUNCAN,,,,,,,,,3,DANNY,DUNCAN,GARY,DUNCAN,MARK,RUAGEFF,,,,,3,5
FRANK,L,KIEL,,2/26/1971,666189708,Male,AK,6902285,545,HEMLOCK ST,,JUNEAU,AK,99801,1434,9072094056,2,X,TRUE,2,421,1,6,CURRENT HOMEOWNER,Y,420,S,Y,GARAGE,0,,2,GILBERTO,KIEL,DAVID,XIGPA,,,,,,,3,FRANK,KIEL,GILBERTO,KIEL,DAVID,XIGPA,,,,,4,4
DIANE,A,BOND,,4/11/1971,666268287,Female,AK,7054323,9081,HURLOCK AVE,,JUNEAU,AK,99801,8004,9072090596,2,X,TRUE,2,419,1,,UNKNOWN (SUBJECT FOUND PERSON ,,419,S,,GARAGE,2,,2,RONALD,BOND,MICHAEL,DRLOGTZE,,,,,,,3,DIANE,BOND,MICHAEL,DRLOGTZE,RONALD,BOND,,,,,4,5
ROBERT,A,FOWLER,JR,6/12/1960,666354615,Male,AK,790351,4479,KANATA ST,,JUNEAU,AK,99801,9199,9072276195,2,X,TRUE,10,549,1,,UNKNOWN (SUBJECT FOUND PERSON ,,549,M,,GARAGE,2,,10,BARBARA,BLUGGEO,MARGARET,DIFADS,DAPHNE,FORSEFSON,KENITA,FRAMDOOS,HOLLY,GUMHZUIST,11,ROBERT,FOWLER,HOLLY,GUMHZUIST,KENITA,FRAMDOOS,CATHERINE,IALDUNG,DENNIS,HUBW,11,14
JON,B,HIGDON,,8/1/1940,666270297,Male,AK,6258249,4541,KANATA ST,,JUNEAU,AK,99801,7514,9072231515,2,X,TRUE,2,787,1,5,PROBABLE PROP OWNER EVER,,787,S,N,GARAGE,2,,2,PAUL,HIGDON,LORI,MUKE,,,,,,,3,JON,HIGDON,LORI,MUKE,PAUL,HIGDON,,,,,3,5
TECK,KUEN,HARRISON,,12/4/1964,666157248,Male,AK,7096028,533,KANATA ST,,JUNEAU,AK,99801,,9072291169,2,X,TRUE,3,495,1,4,POSSIBLE PROPERTY OWNER,,495,S,Y,,0,,3,JON,HARRISON,THOMAS,HARRISON,MONICA,TEDMAS,,,,,7,TECK,HARRISON,MONICA,TEDMAS,THOMAS,HARRISON,TECK,HARRISON,JON,HARRISON,4,4
JACK,S,BOCHIS,,11/24/1958,666344010,Male,AK,7164231,4551,KLONDIKE WAY,,JUNEAU,AK,99801,9262,9072097189,2,X,TRUE,2,568,1,6,CURRENT HOMEOWNER,,567,M,Y,,0,,2,NINA,BOCHIS,PAMELA,EKADULL,,,,,,,3,JACK,BOCHIS,NINA,BOCHIS,PAMELA,EKADULL,,,,,3,3
MELANIE,,LUCAS,,10/15/1969,666603189,Female,AK,7098166,4478,MOUNTAINSIDE DR,,JUNEAU,AK,99801,9565,9072239830,2,X,TRUE,3,437,1,6,CURRENT HOMEOWNER,,437,U,Y,,0,,3,CHARLES,LUCAS,FREIDA,LUCAS,ANNA,BENCTELL,,,,,4,MELANIE,LUCAS,CHARLES,LUCAS,ANNA,BENCTELL,FREIDA,LUCAS,,,4,4
CONNIE,L,SWEARINGEN,,4/30/1952,666642402,Female,AK,6823430,3700,N DOUGLAS HWY,,JUNEAU,AK,99801,9420,9072007614,2,X,TRUE,2,647,1,5,PROBABLE PROP OWNER EVER,,646,M,N,,0,,2,KATRINA,SWEARINGEN,FRANK,BLUGGIPS,,,,,,,3,CONNIE,SWEARINGEN,FRANK,BLUGGIPS,KATRINA,SWEARINGEN,,,,,3,3
CONSTANCE,,BORNSTEIN,,1/1/1951,666270288,Female,AK,664300,3780,N DOUGLAS HWY,,JUNEAU,AK,99801,9420,9072007630,2,X,TRUE,3,662,1,5,PROBABLE PROP OWNER EVER,Y,662,S,N,,0,,3,ADELINE,BORNSTEIN,DIANE,BORNSTEIN,PHANTA,WUMF,,,,,4,CONSTANCE,BORNSTEIN,ADELINE,BORNSTEIN,PHANTA,WUMF,DIANE,BORNSTEIN,,,4,5
YEHUDA,L,GODLEY,,10/23/1954,666373287,Male,AK,7189944,5470,N DOUGLAS HWY,,JUNEAU,AK,99801,9468,9072294917,2,X,TRUE,6,617,1,6,CURRENT HOMEOWNER,,616,S,Y,GARAGE,2,,6,FRANK,GODLEY,ROBERT,GODLEY,JERRY,EHENR,DEBORAH,SEQGIR,DIANA,SOULIER,12,DIANA,SOULIER,JERRY,EHENR,KAREN,SOULIER,DEBORAH,SEQGIR,ROBERT,GODLEY,8,8
DIANA,,SOULIER,,4/15/1970,666027984,Female,AK,6765878,5470,N DOUGLAS HWY,,JUNEAU,AK,99801,9468,9072295119,2,X,TRUE,6,431,1,2,OWNED BY ANOTHER,,431,M,N,,0,,6,KAREN,SOULIER,JERRY,EHENR,FRANK,GODLEY,ROBERT,GODLEY,YEHUDA,GODLEY,6,DIANA,SOULIER,JERRY,EHENR,KAREN,SOULIER,DEBORAH,SEQGIR,ROBERT,GODLEY,8,8
HEIDI,H,WRIGHT,,1/3/1962,666275667,Female,AK,416689,6001,NORTH ST,,JUNEAU,AK,99801,9764,9072096353,2,X,TRUE,2,530,1,3,FAMILY OWNED,,530,S,Y,GARAGE,2,,2,MARK,WRIGHT,JOHN,TAKADLY,,,,,,,6,HEIDI,WRIGHT,JOHN,TAKADLY,MARK,WRIGHT,HEIDI,WRIGHT,JOHN,TAKADLY,6,8
VIRGINIA,G,MUSTOE,,7/5/1957,666158487,Female,AK,396595,1800,NORTHWOOD DR,E34,JUNEAU,AK,99801,7941,9072293609,2,X,TRUE,1,584,1,3,FAMILY OWNED,,584,S,Y,,0,,1,PATRICK,MUSTOE,,,,,,,,,2,VIRGINIA,MUSTOE,PATRICK,MUSTOE,,,,,,,2,2
CATHY,A,FLANNAGAN,,9/15/1947,666320400,Female,AK,6843511,1820,PATTI AVE,,JUNEAU,AK,99801,9766,9072005845,2,X,TRUE,2,702,1,5,PROBABLE PROP OWNER EVER,,702,M,N,GARAGE,2,,2,MARSHA,FLANNAGAN,LORNA,GAFEDDA,,,,,,,6,CATHY,FLANNAGAN,LORNA,GAFEDDA,MARSHA,FLANNAGAN,CATHY,FLANNAGAN,LORNA,GAFEDDA,4,5
BILL,D,BRAULICK,,3/14/1965,666450804,Male,AK,7024857,,PO BOX 20116,,JUNEAU,AK,99802,116,9072003548,2,X,,1,492,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,1,ABDISATAH,BRAULICK,,,,,,,,,3,BILL,BRAULICK,KARRIE,BRAULICK,ABDISATAH,BRAULICK,,,,,3,3
CHRISTOPHER,L,GUNDERSON,,12/12/1969,666533580,Male,AK,1077939,,PO BOX 20473,,JUNEAU,AK,99802,473,9072007032,2,X,,0,435,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,U,,,0,,0,,,,,,,,,,,4,CHRISTOPHER,GUNDERSON,MYERS,GUNDERSON,WILLIAM,GLAHER,JOSE,GUNDERSON,,,4,4
C,L,BAIRDDUNCAN,,10/26/1954,666552510,Female,AK,402151,,PO BOX 21524,,JUNEAU,AK,99802,1524,9072295120,2,X,,0,617,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,W,,,0,,0,,,,,,,,,,,3,C,BAIRDDUNCAN,MELANIE,BAIRD DUNCAN,JACKIE,FRABWWISH,,,,,5,5
DAVID,B,BALDWIN,,4/8/1963,666400212,Male,AK,5391120,,PO BOX 32181,,JUNEAU,AK,99803,2181,9072008958,2,X,,0,515,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,W,,,0,,0,,,,,,,,,,,10,DAVID,BALDWIN,RAYMOND,BALDWIN,FLOYD,BALDWIN,STEFAN,BALDWIN,ASHLEY,BALDWIN,12,15
WALTER,D,JANES,,8/14/1967,666465054,Male,AK,7002388,,PO BOX 32592,,JUNEAU,AK,99803,2592,9072293836,2,X,,0,463,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,W,,,0,,0,,,,,,,,,,,4,WALTER,JANES,MIKE,JANES,HEATHER,DRLUGLING,THOMAS,JANES,,,4,5
JANET,L,ANN,,1/1/1953,666300708,Female,AK,674777,,PO BOX 34226,,JUNEAU,AK,99803,4226,9072098381,2,X,,0,638,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,JANET,ANN,BENJAMIN,GENTART,,,,,,,3,3
BREWER,,ROSE,,1/7/1958,666149481,Male,AK,551503,,PO BOX 34645,,JUNEAU,AK,99803,4645,9072004366,2,X,,0,578,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,BREWER,ROSE,AMIE,ROSE,,,,,,,2,4
TAVIA,,ARMBRUSTER,,12/18/1957,666523458,Female,AK,6308386,,PO BOX 35041,,JUNEAU,AK,99803,5041,9072291150,2,X,,0,579,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,TAVIA,ARMBRUSTER,JAMES,DAMRBHEN,,,,,,,2,3
GARY,A,GULLY,,5/18/1956,666315291,Male,AK,6742987,1050,SALMON CREEK LN,A202,JUNEAU,AK,99801,7854,9072094598,2,X,TRUE,2,598,1,,UNKNOWN (SUBJECT FOUND PERSON ,,598,W,,,0,,2,ARINN,GULLY,LEONA,BEGGEHAN,,,,,,,3,GARY,GULLY,LEONA,BEGGEHAN,ARINN,GULLY,,,,,3,4
BARBARA,LYNN,CANNON,,6/8/1945,666145776,Female,AK,7034877,2526,SCOTT DR,,JUNEAU,AK,99801,9338,9072002506,2,X,TRUE,2,729,1,2,OWNED BY ANOTHER,,729,M,N,,0,,2,DANIEL,CANNON,KATY,WADDUS,,,,,,,3,BARBARA,CANNON,KATY,WADDUS,DANIEL,CANNON,,,,,5,4
NORMAN,A,FUNK,,1/1/1950,666084216,Male,AK,322431,2903,SIMPSON AVE,,JUNEAU,AK,99801,2046,9072272242,2,X,TRUE,10,674,1,2,OWNED BY ANOTHER,,674,M,N,GARAGE,1,,10,CARL,FUNK,CHARLES,FUNK,CINDY,FUNK,JANE,FUNK,JENNIFER,FUNK,11,NORMAN,FUNK,SHANDETTE,FUNK,CHARLES,FUNK,JANE,FUNK,JENNIFER,FUNK,12,14
ILLIAM,B,GARRISON,,1/1/1949,666322293,Male,AK,453504,3311,TONGASS BLVD,,JUNEAU,AK,99801,9026,9072096889,2,X,TRUE,2,686,1,4,POSSIBLE PROPERTY OWNER,,686,S,Y,,0,,2,MALCOLML,GARRISON,DEBORAH,QAENENS,,,,,,,6,ILLIAM,GARRISON,DEBORAH,QAENENS,MALCOLML,GARRISON,ILLIAM,GARRISON,DEBORAH,QAENENS,5,5
AARON,,ROBLES,,8/15/1975,990502800,Male,AK,7545883,306,W W 8TH ST,,JUNEAU,AK,99801,1610,9072299163,1,,FALSE,0,366,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
DANIEL,L,BRYSON,,4/17/1954,666368889,Male,AK,7070018,3045,WOOD DUCK AVE,,JUNEAU,AK,99801,9291,9072008442,2,X,TRUE,10,623,1,5,PROBABLE PROP OWNER EVER,Y,623,M,N,,0,,10,REYNALOD,CAMENORA,WANDA,CRIXELTER,LESLIE,EFNESA,TEDDY,EFNESA,LORRAINE,NADBEDO,44,DANIEL,BRYSON,AARON,NAQAD,WANDA,CRIXELTER,JON,TWETIWSKI,TERRI,XURMUEWSKI,13,16
SHAWNA,,MORALES,,1/1/1937,666338889,Female,AK,6641500,,PO BOX 621,,KAKE,AK,99830,621,9072279113,2,X,,0,830,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,3,SHAWNA,MORALES,RAYMOND,EDDUMGTON,MICHAEL,MORALES,,,,,3,3
JOHANIE,,BASSI,,1/4/1973,666430701,Female,AK,6937379,,PO BOX 25,,KASILOF,AK,99610,25,9072230541,2,X,,0,398,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,W,,,0,,0,,,,,,,,,,,11,JOHANIE,BASSI,TODD,FREDD,PATRICIA,XAUSL,JENNIFER,STAUBHER,INGEBORG,ECHINACEA,12,14
JEFFREY,L,MOSBY,,6/11/1969,666427944,Male,AK,7124566,,PO BOX 447,,KASILOF,AK,99610,447,9072099255,2,X,,0,441,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,M,,,0,,0,,,,,,,,,,,3,JEFFREY,MOSBY,SUE,MOSBY,TIM,MOSBY,,,,,4,4
RONALD,,WILSON,,12/1/1962,666642309,Male,AK,6491077,2090,6TH AVE,19,KENAI,AK,99611,7310,9072297201,2,X,TRUE,2,519,1,6,CURRENT HOMEOWNER,,519,S,Y,,0,,2,LETICIA,WILSON,RHONDA,XURIM,,,,,,,3,RONALD,WILSON,RHONDA,XURIM,LETICIA,WILSON,,,,,5,5
D,,WEAVER,,1/17/1967,666630477,Female,AK,6978399,37100,CANNERY RD,,KENAI,AK,99611,8711,9072008115,2,X,TRUE,10,470,1,,UNKNOWN (SUBJECT FOUND PERSON ,,470,M,,CARPORT,0,,10,MARY,BIDMALL,JUDY,CEDDUSH,VIRGINIA,DRLXERTZ,MIKE,FRUBLICK,LISA,GALDNAN-BON,11,D,WEAVER,JUDY,CEDDUSH,LISA,GALDNAN-BON,MARK,WACGAR,CHRISTOPHER,VIDHEN,13,14
JENNIFER,CAROLINE,MEANEY,,5/14/1969,666278232,Female,AK,7181835,,PO BOX 1702,,KENAI,AK,99611,1702,9072099445,2,X,,0,442,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,3,JENNIFER,MEANEY,ROBERT,GAA,PATRICE,MEANEY,,,,,3,5
CAROLINE,MARIE,MCLARNEY,,4/5/1944,666042303,Female,AK,196993,,PO BOX 187,,KENAI,AK,99611,187,9072005528,2,X,,0,743,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,S,,,0,,0,,,,,,,,,,,2,CAROLINE,MCLARNEY,JONES,LEDDILD,,,,,,,2,3
CINDY,A,TOLBERT,,10/7/1969,666483729,Female,AK,6845553,,PO BOX 428,,KENAI,AK,99611,428,9072007197,2,X,,0,437,1,,DATA INTEGRITY (PUBLIC RECORDS,,0,U,,,0,,0,,,,,,,,,,,4,CINDY,TOLBERT,KRISTEN,TOLBERT,LUIS,DENIR,JAMES,TOLBERT,,,6,7
STEPHEN,J,COLE,,11/22/1970,666455916,Male,AK,7038481,,PO BOX 661,,KENAI,AK,99611,661,9072290016,2,X,,0,424,1,,DATA INTEGRITY (PUBLIC RECORDS,Y,0,M,,,0,,0,,,,,,,,,,,2,STEPHEN,COLE,SHERRON,COLE,,,,,,,2,2
KATHLEEN,,KEELING,,7/21/1959,666271812,Female,AK,6955237,693,POPLAR CIR,,KENAI,AK,99611,7511,9072233351,2,X,TRUE,1,560,1,6,CURRENT HOMEOWNER,,559,M,Y,,0,,1,SHARON,RAKADSON,,,,,,,,,2,KATHLEEN,KEELING,SHARON,RAKADSON,,,,,,,2,3
RUSSELL,,IMAD,,2/27/1982,990502130,Male,AK,7176167,1114,WALNUT AVE,,KENAI,AK,99611,7507,9072300913,1,,TRUE,0,246,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
JANICE,,JANETH,,8/2/1974,666409044,Female,AK,7169250,49459,WEST CT,,KENAI,AK,99611,9474,9072098505,2,X,TRUE,10,379,1,5,PROBABLE PROP OWNER EVER,,379,M,N,GARAGE,1,,10,MICHELLE,FAEFAL,KENNETH,GRUBW,ANGELIQUE,IGUKAIRA,GARY,NIDDUS,ALMA,SPIXTALL,11,JANICE,JANETH,SAUL,TEDDARA,TERESA,SPUSAHEAD,SHAWN,VEBWRON,ALMA,SPIXTALL,11,13
VICTOR,OWEN,BREWER,,11/1/1973,666273303,Male,AK,7146466,612,WESTWOOD CIR,,KENAI,AK,99611,7449,9072293377,2,X,TRUE,1,388,1,5,PROBABLE PROP OWNER EVER,,388,S,N,GARAGE,2,,1,AMPHO,RAMFNANYPHET,,,,,,,,,2,VICTOR,BREWER,AMPHO,RAMFNANYPHET,,,,,,,2,2
T,SWIFT,WARD,,2/5/1957,666084087,Male,AK,7114433,1135,BLACK BEAR RD,,KETCHIKAN,AK,99901,6258,9072290914,2,X,TRUE,2,589,1,3,FAMILY OWNED,,589,S,Y,,0,,2,GARY,WARD,SAMANTHA,PLDURTIANSON,,,,,,,3,T,WARD,SAMANTHA,PLDURTIANSON,GARY,WARD,,,,,3,3
JANNICE,A,BOND,,6/23/1952,666277347,Female,AK,7098102,324,CEDAR ST,,KETCHIKAN,AK,99901,6384,9072098583,2,X,TRUE,2,645,1,6,CURRENT HOMEOWNER,Y,644,S,Y,GARAGE,1,,2,CORBIN,BOND,MARY,BOND,,,,,,,4,JANNICE,BOND,MARY,BOND,SHERYL,WANTARLING,CORBIN,BOND,,,5,6
MARY,,MARSHALL,,10/26/1939,666592830,Female,AK,6846501,3332,DALE ST,,KETCHIKAN,AK,99901,5626,9072239308,2,X,TRUE,2,797,1,3,FAMILY OWNED,,796,S,Y,,0,,2,LANCE,MARSHALL,HOWARD,HUBWANS,,,,,,,3,MARY,MARSHALL,HOWARD,HUBWANS,LANCE,MARSHALL,,,,,3,3
WANDA,B,DICKEY,,4/1/1974,666509142,Female,AK,7259227,851,FOREST AVE,,KETCHIKAN,AK,99901,6373,9072293907,2,X,TRUE,3,383,1,,UNKNOWN (SUBJECT FOUND PERSON ,,383,S,,GARAGE,2,,3,BRIAL,DICKEY,MIKE,DICKEY,HERRON,WAGGQ,,,,,7,WANDA,DICKEY,HERRON,WAGGQ,BRIAL,DICKEY,WANDA,DICKEY,MIKE,DICKEY,4,4
MIKE,,WALLISCH,,3/10/1966,666272130,Male,AK,6990809,866,FOREST PARK DR,,KETCHIKAN,AK,99901,9560,9072271112,2,X,TRUE,2,480,1,6,CURRENT HOMEOWNER,,480,S,Y,,0,,2,AUDREY,WALLISCH,SHAWN,XUGAQ,,,,,,,3,MIKE,WALLISCH,SHAWN,XUGAQ,AUDREY,WALLISCH,,,,,3,5
RICHARD,ALAN,KEENE,,1/1/1954,666333531,Male,AK,6997784,203,FOREST PARK DR,,KETCHIKAN,AK,99901,9520,9072275394,2,X,TRUE,2,626,1,5,PROBABLE PROP OWNER EVER,,626,M,N,,0,,2,LINDA,KEENE,PERRY,BIXGAS,,,,,,,3,RICHARD,KEENE,LINDA,KEENE,PERRY,BIXGAS,,,,,3,3
ROYCE,R,GROFF,,8/7/1947,666253968,Male,AK,6822772,144,FRONT ST,,KETCHIKAN,AK,99901,6414,9072277614,2,X,TRUE,2,703,1,5,PROBABLE PROP OWNER EVER,,703,W,N,,0,,2,MICHELLE,GROFF,ROGER,BREGAAR,,,,,,,3,ROYCE,GROFF,ROGER,BREGAAR,MICHELLE,GROFF,,,,,6,6
DAVID,J,MOFFIE,,10/13/1976,666405531,Male,AK,369289,10701,GENA RD,,KETCHIKAN,AK,99901,9216,9072009361,2,X,TRUE,2,353,1,,UNKNOWN (SUBJECT FOUND PERSON ,,353,M,,,0,,2,PHILIP,MOFFIE,KIP,LIHRIN,,,,,,,3,DAVID,MOFFIE,KIP,LIHRIN,PHILIP,MOFFIE,,,,,4,4
DAVID,R,ANTHONY,,3/16/1973,666593739,Male,AK,7212632,403,MADISON ST,,KETCHIKAN,AK,99901,5837,9072008944,2,X,TRUE,1,396,1,,UNKNOWN (SUBJECT FOUND PERSON ,Y,396,S,,,0,,1,MANUEL,HAGEBRUZ,,,,,,,,,2,DAVID,ANTHONY,MANUEL,HAGEBRUZ,,,,,,,3,3
NELSON,E,BLASZYK,,1/1/1945,666210984,Male,AK,7232161,436,MAIN ST,40,KETCHIKAN,AK,99901,6349,9072271920,2,X,TRUE,1,734,1,2,OWNED BY ANOTHER,,734,U,N,,0,,1,MARILYN,HELGA,,,,,,,,,2,NELSON,BLASZYK,MARILYN,HELGA,,,,,,,2,2
LADALE,A,VINCENT,,6/25/1956,990501986,Male,AK,7796921,1300,MILLAR ST,,KETCHIKAN,AK,99901,6125,9072300371,1,,TRUE,0,606,0,,DATA INTEGRITY (PUBLIC RECORDS,Y,6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
BETTYJO,JOE,LELAND,,12/25/1968,666297873,Female,AK,358669,11385,N TONGASS HWY,,KETCHIKAN,AK,99901,9261,9072295123,2,X,TRUE,1,447,1,6,CURRENT HOMEOWNER,,446,S,Y,,0,,1,BIEMBENIDA,LELAND,,,,,,,,,3,BETTYJO,LELAND,TAMARA,STAKUNS,BIEMBENIDA,LELAND,,,,,3,3
JENNIFER,D,CORNELL,II,12/22/1969,666513588,Female,AK,6577475,11385,N TONGASS HWY,209,KETCHIKAN,AK,99901,9261,9072099392,2,X,TRUE,10,435,1,5,PROBABLE PROP OWNER EVER,,434,W,N,,0,,10,LONGIN,CHIG,ROBERT,DRIKALL,KENT,EDNRSRONG,LISA,GALNEN,MARK,HEKUR,11,JENNIFER,CORNELL,POLLY,WEHAG,JOSEPH,WUGGUON,TERESA,WUGGUON,KENT,EDNRSRONG,11,16
